source,intermediate_1,intermediate_2,intermediate_3,target,stmt_type_1,stmt_type_2,stmt_type_3,stmt_type_4,belief_1,belief_2,belief_3,belief_4,evidence_1,evidence_2,evidence_3,evidence_4,logfoldchange,pval,edge1_statements,edge2_statements,edge3_statements,edge4_statements,edge1_pmids,edge2_pmids,edge3_pmids,edge4_pmids
FLI1,REST,RFC1,NR3C1,ATP6V1A,Complex,Complex,Complex,IncreaseAmount,0.4261616001712757,0.8302066725941236,0.8302066725941236,0.4844526880351076,1,1,1,1,-1.5693107,5.1221236603355726e-05,,,,,,,,
FLI1,REST,RELA,KLF4,LXN,Complex,Complex,Complex,DecreaseAmount,0.4261616001712757,0.8302066725941236,0.4261616001712757,0.5355752228183895,1,1,1,1,-0.65657574,6.241095077992677e-05,,,,,,,,
FLI1,REST,RFC1,CDK2,TBCA,Complex,Complex,Complex,IncreaseAmount,0.4261616001712757,0.8302066725941236,0.8014533558209812,0.6163664161553967,1,1,2,1,0.32354835,0.0001394148784979,,,,,,,,
GABARAPL2,CEBPA,PHGDH,OGDH,COX7A2L,Complex,Complex,Complex,IncreaseAmount,0.8302066725941236,0.8302066725941236,0.4443350122709595,0.4844526880351076,1,1,1,1,-0.56487966,0.0002008015618275,,,,,,,,
GPR162,BCAM,EP300,GAPDH,OST4,Activation,IncreaseAmount,Acetylation,DecreaseAmount,0.3715222573296911,0.4844526880351076,0.4685724044975142,0.6324007949925685,1,1,1,1,-0.30639458,5.182036398349253e-05,,,,,,,,
GRB14,TRIM27,RET,USP9X,RPS27A,Complex,Complex,Complex,IncreaseAmount,0.8302066725941236,0.4117976602725213,0.4073065404350923,0.5580645765199765,1,30,4,1,-0.1334641,1.549316317684321e-05,,,,,,,,
GPSM3,PHF1,RBBP7,LGALS1,LGALS8,Complex,Complex,Complex,IncreaseAmount,0.8302066725941236,0.8226256011114469,0.8302066725941236,0.4844526880351076,1,7,1,1,-1.6624054,0.0394719554941204,,,,,,,,
GPSM3,PHF1,RBX1,MTA2,LRBA,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.8329154561839106,0.8302066725941236,0.4738574987008168,1,2,1,1,-1.605459,0.0228558579918925,,,,,,,,
GPSM3,PHF1,PRNP,LEF1,KLHDC10,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.8302066725941236,0.4261616001712757,0.6301266297471854,1,1,1,1,-1.6014093,0.0257036788652483,,,,,,,,
GPSM3,PHF1,RBX1,ELK1,C1orf50,Complex,Complex,Ubiquitination,DecreaseAmount,0.8302066725941236,0.8329154561839106,0.5947172532880094,0.6301266297471854,1,2,1,1,-1.2706735,0.0318129338043283,,,,,,,,
GPSM3,PHF1,RBX1,MTOR,PWP1,Complex,Complex,Dephosphorylation,IncreaseAmount,0.8302066725941236,0.8329154561839106,0.4932129488817893,0.4844526880351076,1,2,1,1,-0.8914811,0.0003188099582863,,,,,,,,
GPSM3,PHF1,RBBP7,ZNF219,HMGN1,Complex,Complex,Complex,IncreaseAmount,0.8302066725941236,0.8226256011114469,0.8216256011114469,0.4844526880351076,1,7,3,1,-0.35017675,0.0004049415654958,,,,,,,,
HHAT,STAT3,BCL3,ERBB2,RNF126,Phosphorylation,Inhibition,Activation,IncreaseAmount,0.565177305878659,0.4357402620936744,0.3715222573296911,0.5028536023408147,1,1,1,3,-1.3393217,0.0232693024223771,,,,,,,,
ABCA5,RAB7A,LRPPRC,MIR205,ABCA5,Inhibition,Complex,Complex,DecreaseAmount,0.414159988237093,0.8302066725941236,0.8302066725941236,0.6324007949925685,1,1,1,1,-2.8637323,0.039374999776927,,,,,,,,
INPP5B,RAC1,CDH1,CASP3,GLRX3,Activation,Complex,DecreaseAmount,DecreaseAmount,0.3715222573296911,0.6709342592493139,0.4738574987008168,0.6324007949925685,1,10,1,1,-1.150142,0.0001810082481065,,,,,,,,
KALRN,BCL2,RELA,NFATC1,TMEM64,IncreaseAmount,Inhibition,IncreaseAmount,IncreaseAmount,0.4844526880351076,0.4357402620936744,0.4844526880351076,0.4844526880351076,1,1,1,1,-1.4239678,0.0390531225596013,,,,,,,,
