source,intermediate_1,intermediate_2,intermediate_3,target,stmt_type_1,stmt_type_2,stmt_type_3,stmt_type_4,belief_1,belief_2,belief_3,belief_4,evidence_1,evidence_2,evidence_3,evidence_4,logfoldchange,pval,edge1_statements,edge2_statements,edge3_statements,edge4_statements,edge1_pmids,edge2_pmids,edge3_pmids,edge4_pmids
CPNE5,BCL2L1,MCL1,YAP1,CRIM1,IncreaseAmount,Complex,Complex,IncreaseAmount,0.4844526880351076,0.8444287068977416,0.4261616001712757,0.4844526880351076,1,287,1,1,-0.48826474,0.0001724198256254,"1) The up-regulation of Bcl-xL expression by Cpne5 might play a role in this process ( Wu, 2010 ).","1) KPT-330 and A-1331852 combination disrupted bindings of Mcl-1 and Bcl-xL to Bax, Bak, and/or Bim, elicited mitochondrial outer membrane permeabilization, and triggered apoptosis.

2) We designed a BH3 α-helical mimetic BH3-M6 that binds to Bcl-X(L) and Mcl-1 and prevents their binding to fluorescently labeled Bak- or Bim-BH3 peptides in vitro.

3) JY-1-106 disrupts interactions between both BCL-x L and MCL-1 with BAK1, leading to apoptosis through the mitochondrial pathway in human cancer cells, sensitizes tumor cells to conventional chemotherapeutic agents and inhibits tumor growth in a xenograft model of lung cancer [XREF_BIBR].

4) Crystal structures of α/β-peptides bound to Bcl-x L or Mcl-1.

5) Interacting with Bcl-xl and Mcl-1, Bim initiates cytochrome c release from mitochondria, activates Caspase 9 and consequently triggers mitochondrial apoptotic pathway [ xref ].

6) In addition, ASF/SF2 directly binds Bcl-x and Mcl1 mRNAs, and its enforced expression attenuated the effect of AURKA inhibition on Bcl-x splicing ( xref ).

7) The intrinsically disordered N-terminal transcriptional activation domain of p53 has also been shown to weakly interact with the BC groove of BCL-xL [ xref , xref ] and MCL-1 in a non-canonical fashion.

8) The novel BH3 alpha-helix mimetic JY-1-106 induces apoptosis in a subset of cancer cells (lung cancer, colon cancer and mesothelioma) by disrupting Bcl-xL and Mcl-1 protein protein interactions with Bak.

9) To evaluate this possibility, we first determined whether JY-1-106 disrupts the binding of Bcl-xL and Mcl-1 to Bak in vitro using fluorescence polarization (FP) assays [XREF_BIBR].

10) In this report, we characterize the novel alpha-helix mimetic JY-1-106 that disrupts the interactions between both Bcl-xL and Mcl-1 with Bak, which leads to apoptosis through the mitochondrial pathway in human cancer cells.

11) In response to death stimuli, certain BH3-only proteins, the so-called sensitizers, displace activators that include Bid and Bim from their inhibitory associations with Bcl-xL or Mcl-1.

12) The control compound JY-1-106a makes few favorable contacts leading to increased fluctuations of the binding regions of both Bcl-xL and Mcl-1, confirming that the side chains attached to the trisarylamide scaffold are required for interaction with Bcl-xL and Mcl-1.

13) Our current results suggest that the abilities of JY-1-106 to bind both Mcl-1 and Bcl-xL contribute to Bax activation in these cancer cells.

14) Since their BH3 domains have much higher affinities to Bcl-xL/Bcl-2 or Mcl-1, elevated PUMA and Bim levels can bind in an inhibitory manner to Bcl-xL and Mcl-1.

15) Previous articles have shown that upregulation of Mcl-1 is associated with resistance to the Bcl-xL inhibitor, ABT-737, but this phenomenon was abrogated by cotreatment with sorafenib or Mek inhibitors ( xref , xref ).

16) It has been reported that activator BH3-only proteins can bind both Bcl-xL and Mcl-1, and activator BH3-only proteins that were freed from Bcl-xL and Mcl-1 can directly activate Bax [ xref ].

17) Bad binds strongly to Bcl-2, Bcl-X L and Bcl-w; whereas, Noxa binds exclusively to Mcl-1 and Bfl-1/A1.

18) Interactions between anti-apoptotic proteins BCL-2, BCL-X L, and MCL-1 and pro apoptotic proteins BIM and NOXA were studied by BiFC.

19) In addition to the interaction between BCL2L1 and MCL1, synthetic lethality between BCL2L1 and BCL2L2 (Bcl-w) was detected in Meljuso, OVCAR8, and A375 at an FDR < 0.01, HT29 (0.03) and A549 (0.31).

20) Thus, small molecules confirmed the synthetic lethal interaction between MCL1 and BCL2L1.","1) These observations were congruent with our in vitro findings, and further supported a role for SHP2 in modulating the sensitivity of CCA to gemcitabine/cisplatin combinatorial therapy via a YAP-MCL1 mechanism.

2) To examine whether YAP1 binds to upstream (5′ side) regions of the MCL1 and BCLXL genes, KTOR1 and KTOR2 cells treated with vehicle or 100 nM of ALC for 96 h in vitro were subjected to chromatin immunoprecipitated qPCR (ChIP-qPCR) (Supplementary Fig.  xref ).",1) Modifying YAP1 expression in cells (Fig. S4A–B) indicated that YAP1 overexpression equally raised the expression of CRIM1 and circ_0007386 (Fig. 8D).,29627306,20164920; 22754595; 21797225; 20705336; 22357666; 26117852; 28970875; 23422441; 25172548; 29149594,31900393; 32646966,39030638
CX3CL1,REN,RENBP,SPP1,PITRM1,Inhibition,Activation,Inhibition,DecreaseAmount,0.4763268720714353,0.3715222573296911,0.4410755819620935,0.4738574987008168,3,1,2,1,-1.3605058,0.0032234246037972,"1) For example, activation of microglial fractalkine (CX3CL1)–CX3CR1 signalling led to capillary constriction, while blocking the renin–angiotensin system with candesartan abolished microglia-mediated vasoconstriction in the mouse retina (Fig. 2) (Table 2) [81].

2) These data suggest that increased fractalkine early in diabetes may attenuate the renin‐angiotensin system in microglia that results in constriction of capillary vessels and inability of those vessels to respond to normal vasoregulatory stimuli.

3) According to high CX3CL1 expression can inhibit inflammatory cytokines production ( Ren et al., 2016 ), we hypothesized that the up-regulation of CX3CL1 in CNS is a negative feedback effect from the exacerbated clinical symptoms in EAE administered with SR141716A.Inflammation mediated by microglia contributes to demyelination and neurodegeneration.",1) A renin secreting tumor (Juxtaglomerular cell tumor) in human kidney produced not only renin but also renin binding protein in a very large quantity.,"1) Unmodified collagen stimulated production of osteopontin mRNA, which was reduced by AGE modification to levels attained in cells on plastic.

2) Unmodified collagen stimulated production of osteopontin mRNA, which was reduced by AGE modification to levels attained in cells on plastic.","1) In fibroblasts, osteopontin up-regulated tissue inhibitor of metalloprotease-1 and type I collagen, and down-regulated matrix metalloprotease-1 (MMP-1) expression, while in A549 cells it caused up-regulation of MMP-7.",36349522; 38347307; 29501084,6756682,9276088,16128620
CYB561D1,AQP6,REN,POU1F1,WDR73,Complex,Activation,Complex,DecreaseAmount,0.8302066725941236,0.3715222573296911,0.4073065404350923,0.6301266297471854,1,1,4,1,-1.3114281,0.0490603781565268,Database: biogrid,"1) AQP6 silencing reduced the water permeability of REN, but not of Met-5A and MSTO-211H.","1) To study the molecular events mediating the cAMP induction, DNase I footprinting and electromobility shift assays (EMSAs) were performed with renin-producing chorionic cell and kidney cortex cell nuclear extracts, showing that the CRE-binding protein (CREB) interacts with the CRE and that tissue-specific factors, distinct from Pit-1, specifically bind the renin Pit-1 motif.

2) In addition, CREB extracted from chorionic cells and kidney cortex cells effectively binds the renin CRE and that factors from chorionic and renal origin, different from Pit-1, bind the Pit-1 site of the human renin gene proximal promoter (12) as represented in FIG.

3) The present study suggest that transactivating factors, present in renin-producing chorionic and kidney cortex cells, bind the Pit-1 consensus site of the human renin gene and act together with CREB to mediate transcriptional control of the human renin gene by CAMP.

4) Overal1, renin-producing chorionic cells and kidney cortex cells express tissue-specific factors which bind to the Pit-1 site of the human renin promoter.

HUMAN RENIN GENE IN TRANSCRIPTION REFERENCES

549

Downloaded by [University of Wisconsin - Madison] at 20:39 04 January 2018

1.",Database: biopax,32296183,35741021,9247737; 8645191,
DHCR24,RET,CD74,ETS1,KRTCAP2,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.422856899694916,0.4571648567429306,0.6301266297471854,1,3,2,1,-0.44345737,0.0003593976565673,Database: biogrid,"1) Similarly, inhibitors blocking the MAPK/ERK and AKT/mTOR pathways also augmented MHC-II expression, suggesting their implications in RET-MHC-II signaling axis.

2) Likewise, while thousands of CD74-ROS1 clones emerged, no clones with CD74-ALK, CD74-RET, or CD74-NTRK1 fusions emerged in PC9 cells expressing CIITA ( xref ).

3) Likewise, while thousands of CD74-ROS1 clones emerged, no clones with CD74-ALK, CD74-RET, or CD74-NTRK1 fusions emerged in PC9 cells expressing CIITA (Fig.  xref ).","1) Revisiting the ATAC and ChIP supplemental material of that study, we identified the CD74 gene to be located in ETS-1-accessible chromatin regions in resting naive CD4   T cells and revealed actual ETS1 binding in the CD74 promoter region, both suggesting an ETS1 transcriptional regulation of CD74 in CD4   T cells.

2) Based on a ChIP analysis, showing actual ETS1 binding in the CD74 promoter region, transcriptional regulation of CD74 by ETS1, a transcription factor associated with T-cell preparedness for rapid activation, seems conceivable.",Database: biopax,32062451,38877018; 34874277; 38313284,38992165,
DHTKD1,BCAR1,MLST8,INS,MBOAT7,Complex,Complex,Inhibition,DecreaseAmount,0.8302066725941236,0.8302066725941236,0.5820018208830471,0.4738574987008168,1,1,1,1,-0.6972076,4.468012219248288e-05,Database: biogrid,Database: biogrid,"1) Here, it has been shown that knockdown of mTOR, Raptor, and mLST8, but not Rictor and mSin1, suppresses insulin-stimulated phosphorylation of IRS-1 at Ser-636/639 and stabilizes IRS-1 after long term insulin stimulation.","1) Very similar findings were reported by Meroni et al. (14) using a morpholino oligonucleotide (MPO)-driven knockdown approach, further demonstrating that Mboat7 loss-of-function promoted fatty liver and importantly showed that Mboat7 expression is suppressed by insulin.",33001583,33001583,19561084,36806709
DMRTA1,PLXNA2,RELA,CCNF,CNTRL,Complex,IncreaseAmount,Complex,DecreaseAmount,0.4112974356621169,0.4844526880351076,0.8302066725941236,0.6324007949925685,19,1,1,1,1.3207554,0.0278379476796519,"1) Diabetic macular oedema (DMO) was defined from spectral domain optical coherence tomography (OCT-DMO).

2) The main outcomes were any DR, proliferative DR (PDR), clinically significant macular oedema (CSME), OCT-DMO and sight-threatening DR (STDR).

3) There was high proportion of any DR (52.3%), PDR (6.3%), CSME (19.7%), OCT-DMO (28.9%) and STDR (31.5%) in people attending a tertiary retinal clinic.

4) The overall proportion of CSME was 19.7%, and of OCT-DMO 28.9% and followed the same distribution.

5) Compared with Europeans as the reference group, East Asians were approximately half as likely to have any DR, PDR, OCT-DMO or STDR.

6) Middle Easterns had similar odds of having any DR, PDR and STDR as Europeans but were more likely to have OCT-DMO (OR 1.65, 95% CI 1.03 to 2.63).

7) South Asians had similar odds of any DR, PDR, OCT-DMO and STDR as Europeans.

8) Persons reporting ethnicity as ‘other’ were more likely to have OCT-DMO (OR 1.51, 95% CI 1.04 to 2.21) than Europeans.

9) In univariable analyses, age, gender, BMI and smoking were not associated with any DR, PDR, OCT-DMO or STDR.

10) Type 1 diabetes was associated with lower risk of any DR (OR 0.51, 95% CI 0.33 to 0.80) compared with type 2 diabetes, but not with PDR, OCT-DMO or STDR. xref shows the variables that were associated with any DR in univariable analyses.

11) Middle Eastern ethnicity was associated with increased risk of OCT-DMO (adjusted OR 1.63, 95% CI 1.02 to 2.61) but not other forms of DR.

12) Duration of diabetes was independently associated with increased risk of any DR, OCT-DMO and STDR.

13) Higher HbA1c was associated with higher rates of PDR and STDR, while higher systolic blood pressure was associated with increased rates of OCT-DMO.

14) The survey found a high proportion of any DR (52.3%), PDR (6.3%), CSME (19.7%), OCT-DMO (28.9%) and STDR (31.5%) overall.

15) OCT-DMO is a more accurate and objective measure of DMO than photographic CSME, xref and our study is the first to report on OCT-DMO in a multiethnic population.

16) This is significant as OCT-DMO is now recognised as the main cause of visual impairment in diabetic eye disease. xref Our study found that the influence of ethnicity on rates of OCT-DMO is similar to the influence on any DR, with the highest proportion in Oceanians, followed by Middle Easterns, South Asians, Europeans and East Asians.

17) Relative to Australian Europeans, participants of Oceanian ethnicity had over twice the risk of having any DR, PDR, OCT-DMO and STDR.

18) Independent modifiable predictive factors for any DR, OCT-DMO and PDR were longer duration of diabetes, higher HbA1c and higher blood pressure.

19) In summary, the LEADS of DR in a multiethnic Australian population found a high rate of any DR, OCT-DMO and STDR overall.","1) The administration of OCT reduced tumor necrosis factor-alpha and interleukin-6 levels in kidney tissues, protected the kidney from apoptosis, and significantly downregulated the expression of nuclear factor-kappaB p65.",Database: biogrid,"1) Cyclin F has only one other known substrate, CEP110 ( ).",36813495,28923648,36114006,21963094
CDKN2B,RELA,RECQL4,UBE2O,RPL35,Complex,Complex,Complex,IncreaseAmount,0.4261616001712757,0.8302066725941236,0.4261616001712757,0.4844526880351076,1,1,1,1,0.13355091,0.0003463289217147,"1) As depicted in Fig.  xref d, Ingenuity Pathway Analysis showed key genes highly enriched in BC with CDKN2B-AS1 , namely (1) RELA proto-oncogene, (2) prostaglandin-endoperoxide synthase 2 ( PTGS2 ), (3) interleukin 6 ( IL6 ), (4) vascular endothelial growth factor A ( VEGFA ), and (5) tumor necrosis factor-alpha ( TNF ).",Database: biogrid,"1) Furthermore, we show that deubiquitinylase USP7 interacts with both UBE2O and RECQL4, and in that it antagonizes UBE2O-mediated regulation of RECQL4 stability and function.","1) Markson et al. found through yeast two-hybrid screens that more than 100 E3 ubiquitin ligases have the ability to interact with UBE2O.It was further found that UBE2O can modulate expressions of ribosomal proteins RPL29, RPL35 and RPL23A, and nonribosomal proteins DDX5, NOL12, NOP16 and PTRF (Nguyen et al., 2017).",33849428,33438746,34921745; 36273042; 29229926,37533513
FLI1,REST,RFC1,NR3C1,ATP6V1A,Complex,Complex,Complex,IncreaseAmount,0.4261616001712757,0.8302066725941236,0.8302066725941236,0.4844526880351076,1,1,1,1,-1.5693107,5.1221236603355726e-05,"1) Preliminary experiments investigating the interaction between EWS-FLI-1 and the REST promoter using CHIP assay indicated that EWS-FLI-1 may bind to the REST promoter (data not shown), suggesting that EWS-FLI-1 directly regulates REST expression.",Database: biogrid,Database: biogrid,"1) Although nhe3b and ca2 like a still exhibited enhanced expression, levels of atp6v1a, ae1b, and ca15 mRNA and acid secretion were either not or only partially upregulated by AFW in GR morphant zebrafish embryos.",24415532,27976729,31182584,26635615
FLI1,REST,RELA,KLF4,LXN,Complex,Complex,Complex,DecreaseAmount,0.4261616001712757,0.8302066725941236,0.4261616001712757,0.5355752228183895,1,1,1,1,-0.65657574,6.241095077992677e-05,"1) Preliminary experiments investigating the interaction between EWS-FLI-1 and the REST promoter using CHIP assay indicated that EWS-FLI-1 may bind to the REST promoter (data not shown), suggesting that EWS-FLI-1 directly regulates REST expression.",Database: biogrid,"1) We further provide evidence that KLF4 interacts with the NF-kappaB family member p65 (RelA) to cooperatively induce the iNOS promoter.

2) Taken together, these results suggest that Klf4 inhibits TNF‐α‐mediated induction of Vcam1 expression by blocking the binding of p65 to the Vcam1 promoter through the physical association between Klf4 and p65.

3) Moreover, we demonstrated a novel mechanism whereby Klf4 inhibits the inflammation‐related induction of Vcam1 by blocking the binding of NF‐κB to the Vcam1 promoter through the association between Klf4 and p65 in ECs.

4) In addition, KLF4 interacts with the p65 subunit of NF-κB to activate the transcription of proinflammatory genes and trigger inflammation (Autieri, xref ).

5) In addition, KLF4 interacts with the p65 subunit of NF-κB to activate the transcription of proinflammatory genes and trigger inflammation (Autieri, xref ).

6) In response to IL‐1β treatment, Klf4 and p65 bound to the promoter region of the myocardin gene within the same chromatin in cultured SMCs.

7) Finally, detailed myocardin promoter analysis reveals consensus binding sites for NF‐κB and KLF4 and chromatin immunoprecipitation (ChIP) analysis in cultured SMCs and injured vessels demonstrates that both p65 and KLF4 are bound to the myocardin promoter in response to an inflammatory cytokine or vascular injury.

8) In addition, co-immunoprecipitation assays revealed that Klf4 physically interacted with p65 in cultured SMCs treated with high phosphate and TNF.

9) In addition, co‐immunoprecipitation assays revealed that Klf4 physically interacted with p65 in cultured SMCs treated with high phosphate and TNF (Figure  xref F).

10) In addition, phosphorylated p65 and Klf4 physically interacted with each other, as demonstrated by co‐immunoprecipitation assays using endogenous proteins.

11) Furthermore, binding of p65 and Klf4 was also detectable at the myocardin promoter in the mouse carotid arteries 3 days after vascular injury (XREF_FIG C).

12) Furthermore, binding of p65 and Klf4 was also detectable at the myocardin promoter in the mouse carotid arteries 3 days after vascular injury ( xref C).

13) Previously, deletion of p120 catenin was shown to similarly initiate inflammation in skin keratinocytes through indirect activation of NF- κ B by a complex mechanism, possibly involving induction of RhoA guanosine triphosphatase activity.  xref  In macrophages, KLF4 interacts with the p65 subunit of NF- κ B to cooperatively induce the inducible nitric oxide synthase promoter,  xref  but we did not find evidence that KLF4-p65 binding in keratinocytes was altered by increased KLF4 expression (data not shown).

14) Furthermore, chromatin immunoprecipitation studies revealed that the direct binding of KLF4 to p65 in human umbilical vein endothelial cells transduced with KLF4 inhibited NF-kappaB activity at the VCAM-1 promoter in response to inflammatory stimuli.

15) Furthermore, chromatin immunoprecipitation studies revealed that the direct binding of KLF4 to p65 in human umbilical vein endothelial cells transduced with KLF4 inhibited NF‐κB activity at the VCAM‐1 promoter in response to inflammatory stimuli.

16) For instance, a KLF4–p65 interaction inhibits VCAM-1 induction, reducing leukocyte homing ( xref , xref ).

17) Finally, we determined the effect of AMPKα2 deficiency on binding activity of NF-κB p65 with the KLF4 promoter.

18) As expected, AMPKα2 deletion markedly promoted the binding of NF-κB p65 to the KLF4 promoter ( xref ).

19) A previous study suggested that KLF4 inhibits TNF-alpha-mediated induction of vascular cell adhesion protein 1 (VCAM1) expression by blocking the binding of p65 to the VCAM1 promoter through the physical association between KLF4 and p65.

20) KLF4 binds to p65 and interacts with the promoter region of iNOS to promote its expression [26].",Database: trrust,24415532,33438746,24470523; 20816834; 29146611; 24572258; 37047552; 26617530; 27439892; 32319539; 29269260; 29459900,23364479
FLI1,REST,RFC1,CDK2,TBCA,Complex,Complex,Complex,IncreaseAmount,0.4261616001712757,0.8302066725941236,0.8014533558209812,0.6163664161553967,1,1,2,1,0.32354835,0.0001394148784979,"1) Preliminary experiments investigating the interaction between EWS-FLI-1 and the REST promoter using CHIP assay indicated that EWS-FLI-1 may bind to the REST promoter (data not shown), suggesting that EWS-FLI-1 directly regulates REST expression.",Database: biogrid,"1) As shown in XREF_FIG, MALAT1 and HULC increased the interaction between RFC1 and PCNA, CDK2 and CyclinE.","1) Furthermore, down-regulation of TBCA expression in 786-O and Caki-1 cells affected cytoskeleton integration and cell size, induced S/G2 cell cycle arrest and led to cyclineA/E and CDK2 aberrant expression.",24415532,27976729,35831314; 27782152,23740643
GABARAPL2,CEBPA,PHGDH,OGDH,COX7A2L,Complex,Complex,Complex,IncreaseAmount,0.8302066725941236,0.8302066725941236,0.4443350122709595,0.4844526880351076,1,1,1,1,-0.56487966,0.0002008015618275,Database: biogrid,Database: biogrid,"1) Malate dehydrogenase and oxoglutarate dehydrogenase complex are not encoded in the Z. mobilis genome [3, 29], which influences regeneration of NAD.","1) The siRNA-mediated knockdown of its subunits, DLD, DLST, and OGDH (Fig. 7a), substantially repressed the growth of COX7RP-overexpressing cancer cells in both hypoxic and normoxic conditions (Fig. 7b).",34189442,34189442,32690090,31511525
GPR162,BCAM,EP300,GAPDH,OST4,Activation,IncreaseAmount,Acetylation,DecreaseAmount,0.3715222573296911,0.4844526880351076,0.4685724044975142,0.6324007949925685,1,1,1,1,-0.30639458,5.182036398349253e-05,"1) The grcA and trxA , known for their involvement in redox processes also implies that P. amboinicus EO has induced oxidative stress ( Lu and Holmgren, 2014 ; Ku and Gan, 2021 ).","1) Furthermore, Lu et al. found that USP12 enhances the p300 expression, leading to increased METTL3 expression.","1) It is known that nuclear-localized GAPDH is acetylated by p300/CBP and promotes p300/CBP autoacetylation, which in turn promotes p53 gene expression and induces apoptosis [ 16 ].

2) Cytotoxic insults, acting via NO-GAPDH, lead to GAPDH binding to the protein acetylating enzyme p300, which in turn acetylates GAPDH leading to activation of p53 's transcriptional activity and induction of PUMA.

3) Cytotoxic insults, acting via NO-GAPDH, lead to GAPDH binding to the protein acetylating enzyme p300, which in turn acetylates GAPDH leading to activation of p53’s transcriptional activity and induction of PUMA ( xref ).

4) Nuclear GAPDH is acetylated by the histone acetyltransferase CBP and p300.

5) After transfer into the nucleus, GAPDH is acetylated by the acetyltransferase, p300 and CBP.

6) After transfer into the nucleus, GAPDH is acetylated by the acetyltransferase p300 and CBP, which in turn stimulates the acetylation and catalytic activity of p300 and CBP.

7) After entering the nucleus, GAPDH is acetylated by p300 and CBP, an acetyltransferase, which in turn improves the catalytic activity and acetylation activity of p300 and CBP, activating downstream molecules including p53, all of which finally induces apoptosis.

8) Nuclear GAPDH is acetylated by the p300 and CREB binding complex (CBP); this interaction, in turn, stimulates the catalytic activity of p300 and CBP.

9) Mutation of GAPDH lys160 (K160R) or depletion of P300 and CBP by RNAi abolished GAPDH acetylation.

10) Previously, we have shown that nitrosylated GAPDH is acetylated in the nucleus by the acetyltransferase p300 through direct protein protein interaction, which in turn stimulates the acetylation of p53 that leads to cell death (Sen et al., 2008).

11) Furthermore, the p300 and CREB binding protein acetylates oxidative GAPDH to activate downstream p53.

12) In the Neuro2a neuroblastoma cell line, homocysteine induces p300/CBP‐mediated nuclear translocation and acetylation of GAPDH,
229
 thereby enhancing the catalytic and acetylation activities of p300/CBP, activating downstream molecules such as p53 and promoting apoptosis.

13) Earlier, we reported that cytotoxic insults, via the NO-GAPDH pathway, lead to binding of GAPDH to the protein acetylating enzyme p300, which in turn acetylates GAPDH and activates the transcriptional activity of p53, resulting in induction of PUMA.

14) In the nucleus, the acetylating enzymes p300 and CBP acetylate GAPDH, causing it to activate auto-acetylation of p300 and CBP, which, in turn, acetylate and activate p53 (XREF_FIG) [XREF_BIBR].

15) p300 and CBP acetylates nuclear GAPDH, thereby enhancing the ability of GAPDH to stimulate auto-acetylation of p300 and CBP.

16) This result suggests a feed-forward activation cycle in which p300 and CBP acetylates GAPDH and enhances the ability of GAPDH to stimulate the acetylation of p300 and CBP; p300 and CBP further acetylates GAPDH XREF_BIBR.","1) Quantitative real-time PCR analysis of mRNA levels for ribophorin I and OST4 after transfection of HeLa cells with 21-nucleotide or 27-nucleotide-specific small interfering RNAs (siRib I, siOST421, siOST427, siOST427(B) and siOST427(C)) or with non-targeting control small interfering RNAs (nt, nt27) for 48 hours. mRNA levels were normalised to the corresponding GAPDH mRNA levels and expressed as a percentage of the levels in control cells.",38641078,40290189,26785692; 34358965; 39778006; 32469899; 23719162; 21640161; 25435139; 25859407; 20843563; 23696560,23606741
